rowid_test,type,feature,value,approach,dataset_name,syn_name,run_model,model_name,timestamp
24989,real,fnlwgt,0.0120509425691062,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
25061,real,fnlwgt,0.0149065804016212,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
25675,real,fnlwgt,0.0198902268709122,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
25826,real,fnlwgt,0.0351427416593404,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26062,real,fnlwgt,0.0223836898971273,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26097,real,fnlwgt,0.00189461329271558,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26136,real,fnlwgt,0.00122346928128079,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26214,real,fnlwgt,0.00828846633240202,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26268,real,fnlwgt,-0.00674475671324101,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26566,real,fnlwgt,0.00983970907915494,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26867,real,fnlwgt,0.0044616416768046,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27126,real,fnlwgt,-0.00570441678018028,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27170,real,fnlwgt,0.0117981040289071,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27190,real,fnlwgt,0.0343654646299342,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27207,real,fnlwgt,0.0165964802025596,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27290,real,fnlwgt,-0.0163596951970314,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27296,real,fnlwgt,-0.013206708831035,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27297,real,fnlwgt,0.0978779890883115,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27736,real,fnlwgt,-0.0110737120428603,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27989,real,fnlwgt,0.166306483675033,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28152,real,fnlwgt,0.0246257662201087,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28252,real,fnlwgt,0.0240429583659315,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28514,real,fnlwgt,-0.00259957066318157,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28747,real,fnlwgt,0.0182429403403835,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28835,real,fnlwgt,-0.0195304647546361,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
74,syn,fnlwgt,0.000535937828417824,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
77,syn,fnlwgt,-0.00510174197930425,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
112,syn,fnlwgt,-0.00439437318065797,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
361,syn,fnlwgt,-0.00967714856669091,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
506,syn,fnlwgt,-0.0212684199300644,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
636,syn,fnlwgt,0.0076861248934365,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
838,syn,fnlwgt,0.00420874114041318,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1051,syn,fnlwgt,-0.000856846879571062,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1149,syn,fnlwgt,-0.0284315147416472,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1347,syn,fnlwgt,-0.0106350467823098,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1353,syn,fnlwgt,-0.00757032257471255,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1378,syn,fnlwgt,0.00784710009288923,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1467,syn,fnlwgt,0.0247229350609018,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1534,syn,fnlwgt,-0.00304909173473111,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
2010,syn,fnlwgt,0.00267975164001219,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
2051,syn,fnlwgt,-0.00983806581849148,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
2169,syn,fnlwgt,0.00557871363616719,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
2302,syn,fnlwgt,0.00316556874470594,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3074,syn,fnlwgt,-0.00321850463945395,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3075,syn,fnlwgt,-0.00102473638758201,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3126,syn,fnlwgt,-0.00767717465536296,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3146,syn,fnlwgt,0.00388130743468658,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3190,syn,fnlwgt,-0.0359355711730205,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3193,syn,fnlwgt,-0.0143965911980894,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3371,syn,fnlwgt,0.00303392889340423,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3419,syn,fnlwgt,-0.0109811005739266,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3487,syn,fnlwgt,-0.0119152251376278,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3623,syn,fnlwgt,-0.0152592549429118,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3657,syn,fnlwgt,-0.0338926323784657,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3687,syn,fnlwgt,0.0107238306424533,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3721,syn,fnlwgt,-0.000985992182797199,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3753,syn,fnlwgt,-0.0213799673773686,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3796,syn,fnlwgt,-0.0128977557164937,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
4015,syn,fnlwgt,0.00832484048568041,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
4356,syn,fnlwgt,-0.0106342332565956,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
4391,syn,fnlwgt,0.00344258078667207,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
4686,syn,fnlwgt,-0.0225245083538143,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
4714,syn,fnlwgt,-0.00746364503098971,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
4891,syn,fnlwgt,0.0106899215830492,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
5077,syn,fnlwgt,-0.0119227565352185,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
5182,syn,fnlwgt,-0.0640047250376222,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
5307,syn,fnlwgt,0.00513028686635663,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
5594,syn,fnlwgt,-0.0204691554561771,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
5803,syn,fnlwgt,-2.83478805173363e-05,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
5840,syn,fnlwgt,-0.000240588446303299,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
6009,syn,fnlwgt,0.0159222139973694,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
6055,syn,fnlwgt,0.00446186943016805,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
6222,syn,fnlwgt,-0.00896917542847069,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
6305,syn,fnlwgt,-0.0344022821038705,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
6459,syn,fnlwgt,-0.125247951909528,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
6462,syn,fnlwgt,0.00750211973373096,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
6837,syn,fnlwgt,0.00173227691383265,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
7194,syn,fnlwgt,-0.0388366289359923,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
7302,syn,fnlwgt,-0.0159910006508139,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
7649,syn,fnlwgt,0.00871343028171633,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
7688,syn,fnlwgt,0.00457700819582665,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
7711,syn,fnlwgt,-0.0177658965164659,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
7843,syn,fnlwgt,-0.0464341779098387,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
8171,syn,fnlwgt,-0.0222627038837743,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
8254,syn,fnlwgt,-0.00746831123807879,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
8375,syn,fnlwgt,0.00219364810471637,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
8518,syn,fnlwgt,-0.00596133465323713,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
8787,syn,fnlwgt,-0.0233505066486793,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
8918,syn,fnlwgt,0.00562012998291472,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
9057,syn,fnlwgt,-0.00611165894168246,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
9155,syn,fnlwgt,0.0138247478130087,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
9396,syn,fnlwgt,-0.0542967191979655,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
9421,syn,fnlwgt,-0.0376877769371185,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
9779,syn,fnlwgt,-0.066095302831071,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
9904,syn,fnlwgt,0.01291053167922,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
9958,syn,fnlwgt,0.00808655095042919,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
10179,syn,fnlwgt,-0.00809419901001641,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
10276,syn,fnlwgt,-0.0101808430555334,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
10482,syn,fnlwgt,-0.0267989283081067,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
10904,syn,fnlwgt,-0.0152591358680229,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
10997,syn,fnlwgt,-0.0120375332745988,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11307,syn,fnlwgt,-0.00327696722452957,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11357,syn,fnlwgt,0.000100605554486046,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11460,syn,fnlwgt,-0.0234988022078824,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11498,syn,fnlwgt,-0.0521870722587076,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11613,syn,fnlwgt,0.00521034153052205,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11617,syn,fnlwgt,0.00428762579949565,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11631,syn,fnlwgt,0.0141821935848402,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11873,syn,fnlwgt,-0.0154112272876489,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11937,syn,fnlwgt,-0.00565675778707616,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
11958,syn,fnlwgt,0.00183187530727457,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
12129,syn,fnlwgt,0.00253642365400963,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
12235,syn,fnlwgt,-0.00311229348715575,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
12236,syn,fnlwgt,-0.00347051897097653,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
12301,syn,fnlwgt,-0.00901995334367678,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
12387,syn,fnlwgt,0.00301927784690476,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
12555,syn,fnlwgt,0.00627047123132472,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
12563,syn,fnlwgt,0.00838515324096043,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
12655,syn,fnlwgt,-0.00496830098465333,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
13049,syn,fnlwgt,0.00468638243215137,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
13214,syn,fnlwgt,0.0083760748028671,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
13911,syn,fnlwgt,0.00332540938469389,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
14118,syn,fnlwgt,-0.0060866902409947,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
14303,syn,fnlwgt,-0.0252953461923831,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
14356,syn,fnlwgt,-0.00370221492054734,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
14481,real,education_num,0.33023857192821,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
14790,real,education_num,-0.0129113614550884,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
14951,real,education_num,0.0319124479274545,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
14982,real,education_num,0.0562344785382827,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
15084,real,education_num,0.0395651288808813,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
15115,real,education_num,-0.0167574409279608,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
15342,real,education_num,0.0923391139440145,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
15373,real,education_num,-0.0127010472120905,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
15446,real,education_num,0.0958037246140872,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
15523,real,education_num,0.0482103785704846,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
15731,real,education_num,0.0311464949658159,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16025,real,education_num,0.0236086670310099,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16159,real,education_num,-0.025640055410747,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16177,real,education_num,0.027982469051423,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16225,real,education_num,0.021141691277323,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16232,real,education_num,-0.0379137865618164,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16233,real,education_num,0.0221905083422225,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16280,real,education_num,0.102203675833442,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16414,real,education_num,0.159686732372784,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16522,real,education_num,-0.0126544092123218,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16570,real,education_num,0.0311337268081055,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16647,real,education_num,0.179482293770354,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16762,real,education_num,0.0190460008185891,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
16888,real,education_num,0.0315016585229159,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
17064,real,education_num,0.0238616666211992,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
17127,real,education_num,0.0300575598017161,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
17133,real,education_num,0.0217419499885059,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
17376,real,education_num,0.0156715420016577,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
17700,real,education_num,-0.033727137934872,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
17711,real,education_num,0.0198969984536118,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
17756,real,education_num,-0.0393602024163722,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
17777,real,education_num,-0.0492606743065657,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
18318,real,education_num,0.0621467246350755,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
18441,real,education_num,0.037428986755136,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
18587,real,education_num,0.0718769912125956,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
18685,real,education_num,-0.0166788821969431,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
18798,real,education_num,0.0800283649501376,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
19002,real,education_num,-0.014415570253427,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
19068,real,education_num,0.00727621167528566,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
19457,real,education_num,0.029593490492844,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
19487,real,education_num,0.0152629200883499,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
19631,real,education_num,0.019204716599279,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
19674,real,education_num,0.0289594326743757,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
19767,real,education_num,-0.0461142642927101,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
20073,real,education_num,0.0377548156469448,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
20199,real,education_num,0.0890036181614286,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
20633,real,education_num,-0.0457706088445344,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
20800,real,education_num,0.109401321782487,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
20962,real,education_num,0.0219616112448409,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
21154,real,education_num,0.0186379566928167,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
21299,real,education_num,-0.0274698451787147,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
21422,real,education_num,0.142628841933258,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
21721,real,education_num,0.0772175833972689,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
21861,real,education_num,0.0298466622014636,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
21960,real,education_num,-0.0499957585450219,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22002,real,education_num,0.0208023052229868,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22014,real,education_num,0.0302673686342052,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22460,real,education_num,0.0210510356160141,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22630,real,education_num,0.20060586894614,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22666,real,education_num,0.0171379716359177,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22704,real,education_num,0.0373183093948286,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22799,real,education_num,0.0326138073494804,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22842,real,education_num,0.0282270903018231,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
22889,real,education_num,0.0178470157292231,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
23287,real,education_num,-0.0240070162539092,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
23297,real,education_num,-0.0163281432932881,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
23300,real,education_num,-0.0218457539410496,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
23322,real,education_num,0.058180826713783,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
23530,real,education_num,0.0170184821055973,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
23684,real,education_num,0.00838079401119939,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
23865,real,education_num,0.0214320856285494,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
23967,real,education_num,0.00896228321740727,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
24523,real,education_num,0.0768336224536458,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
24538,real,education_num,0.0280477068195501,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
24820,real,education_num,0.111571854406274,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
24989,real,education_num,0.0301292820394011,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
25061,real,education_num,-0.0299748387524241,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
25675,real,education_num,0.0647511287205771,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
25826,real,education_num,0.0717611741436278,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26062,real,education_num,-0.020101798892767,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26097,real,education_num,-0.00718605616318804,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26136,real,education_num,-0.0407043024555238,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26214,real,education_num,-0.0240328493161688,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26268,real,education_num,0.0203064888658168,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26566,real,education_num,0.286111975224321,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
26867,real,education_num,-0.0336094914835211,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27126,real,education_num,0.0191593577845838,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27170,real,education_num,-0.0430595537133217,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27190,real,education_num,-0.0390073019772529,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27207,real,education_num,-0.0111240411828437,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27290,real,education_num,0.153473680078824,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27296,real,education_num,-0.0268215553802687,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27297,real,education_num,-0.0221722569652578,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27736,real,education_num,0.0907453392801828,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
27989,real,education_num,0.0652817065058087,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28152,real,education_num,-0.0586264000271053,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28252,real,education_num,-0.0145777387729537,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28514,real,education_num,0.014544948755272,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28747,real,education_num,0.0409446809740631,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
28835,real,education_num,-0.0254831372051401,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
74,syn,education_num,-0.044678503004248,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
77,syn,education_num,0.00952985289584161,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
112,syn,education_num,-0.0482236357747018,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
361,syn,education_num,-0.00877061281523235,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
506,syn,education_num,-0.0819643668773386,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
636,syn,education_num,-0.0257498163604438,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
838,syn,education_num,0.00862470646702194,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1051,syn,education_num,0.0143898379180005,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1149,syn,education_num,0.000658173766093783,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1347,syn,education_num,-0.030485551349576,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1353,syn,education_num,-0.0228742981157124,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1378,syn,education_num,0.0123677316173892,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1467,syn,education_num,-0.0545354821071715,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
1534,syn,education_num,0.000816204579426577,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
2010,syn,education_num,-0.180899753811579,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
2051,syn,education_num,-0.020894052308096,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
2169,syn,education_num,-0.0508772582574605,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
2302,syn,education_num,-0.0642890118673638,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3074,syn,education_num,-0.0478767204966074,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3075,syn,education_num,-0.0295246345441415,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3126,syn,education_num,-0.0354471157079974,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3146,syn,education_num,-0.0496242175295977,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3190,syn,education_num,-0.0588092673319898,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3193,syn,education_num,-0.0473385740648726,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3371,syn,education_num,-0.0729218933421347,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3419,syn,education_num,-0.0826906335940088,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
3487,syn,education_num,-0.0477868696252969,independence,adult_complete,TabSyn,2,xgboost,2025-02-25 11:05:12
